PlayerID,PlayerName,Age,Gender,Region,Platform,FavoriteGenre,GamePlayed,AvgSessionDuration_Min,SessionsPerWeek,PurchaseType,MonthlySpend_USD,Rank,LastPlayedDate
a72a68c0-14f4-4a76-9b0a-02e01304a440,April Harding,34,Other,Africa,Mobile,RPG,The Witcher 3,165,17,In-game purchase,40.7,Gold,2025-03-01
e4985552-ff75-4897-94b2-10fba5021e06,Howard Baird,24,Female,North America,Console,Adventure,Uncharted,108,3,None,0.0,Diamond,2025-01-13
cd9d68e5-22eb-490d-81e8-c53a4f07d758,Joseph Mcgee,45,Male,Europe,Mobile,Strategy,Civilization VI,50,10,In-game purchase,67.0,Master,2025-01-05
12a7cbf6-92f6-4e79-992e-15649db01241,Susan Brown,24,Male,Oceania,Mobile,Strategy,Age of Empires IV,163,8,Subscription,34.6,Platinum,2025-01-25
dfb5fc5b-59d8-4b59-83af-1cffbae32b16,James Freeman,28,Female,South America,Mobile,Sports,NBA 2K24,129,7,One-time purchase,74.12,Gold,2025-07-19
963e6671-4b32-41d3-a65d-65f6b717e35f,Cheryl Mcpherson MD,24,Female,Africa,Console,Adventure,Tomb Raider,112,12,None,0.0,Master,2025-03-17
66ec8f82-df26-4106-9a9f-de119aedc3c8,Gloria Solomon,22,Male,Asia,Console,Simulation,Farming Simulator,132,13,Subscription,45.31,Master,2025-05-31
b18e48b4-0878-4215-8b8a-ab0eff2bf3c5,Angela Mcguire,35,Other,Europe,Mobile,Sports,Madden NFL 24,21,10,Subscription,37.04,Diamond,2025-03-18
c5999c61-5dad-445e-aa61-035e4644426a,Tanya Shelton,26,Female,Africa,Console,Adventure,The Legend of Zelda,24,15,Subscription,25.16,Diamond,2025-02-06
0e2238af-d246-41c4-a258-f62f0fc15f68,Kylie Mclaughlin,29,Female,Oceania,Mobile,Adventure,Tomb Raider,84,3,None,0.0,Bronze,2025-01-26
401c0975-f894-4dfc-b2a9-05149480866f,Sherry Grant,43,Other,North America,Console,Strategy,StarCraft II,89,1,None,0.0,Diamond,2025-06-28
7d9e6c69-8ff8-49dd-8c44-745229cbea4e,Alfred Carter,41,Male,South America,Console,Shooter,Apex Legends,28,3,Subscription,22.27,Master,2025-03-03
be4b4470-b0f5-428f-8543-ea2d924a467b,Jose Knapp,17,Female,Europe,Mobile,Shooter,Apex Legends,83,11,Subscription,7.02,Platinum,2025-03-12
8faa4df8-46c8-47da-b208-35e82150bbee,Mark Elliott,15,Male,Africa,Mobile,Adventure,Uncharted,153,18,In-game purchase,78.48,Silver,2025-04-19
020460c6-ebfa-4dc2-8542-e34a2ee87755,Randy Fitzgerald,40,Male,Oceania,PC,Adventure,Tomb Raider,22,12,None,0.0,Bronze,2025-07-01
b9908ba9-251f-4138-b71d-95a842611d97,Zoe Jarvis,13,Other,Africa,PC,RPG,The Witcher 3,146,16,In-game purchase,88.85,Gold,2025-06-20
30de661b-3213-41b4-a978-66ec4a00ae87,Darlene Torres,31,Other,Oceania,Mobile,Action,Valorant,118,4,In-game purchase,90.08,Platinum,2025-05-20
12b6f04a-e059-4ec1-a1d4-28c148b4b362,Danielle Harrington,26,Other,South America,PC,Action,Valorant,11,18,One-time purchase,49.61,Diamond,2025-01-08
44143148-6f8d-4b87-b6f8-c2d80c84fd20,Patricia Simpson,28,Other,Europe,PC,Strategy,StarCraft II,88,2,Subscription,20.17,Gold,2025-02-02
d9d27f6c-06a1-4d71-b817-82517526878e,Peter Mathews,22,Other,North America,Mobile,Sports,NBA 2K24,65,5,None,0.0,Diamond,2025-01-24
29ea7ac7-eabb-4cc0-83b6-934d819cb65d,Makayla Fisher,34,Male,North America,PC,Strategy,Civilization VI,169,7,One-time purchase,24.36,Master,2025-02-27
9214ebdb-e178-4a39-873f-d1d0ec996d37,Margaret Hanson,16,Other,Africa,Mobile,Adventure,Uncharted,61,10,None,0.0,Gold,2025-02-27
152f91b2-fbe7-4b36-9f6f-271105dc73c5,Holly Curtis,44,Female,Oceania,Mobile,Simulation,Flight Simulator,139,3,One-time purchase,19.05,Gold,2025-07-01
48635e41-c8b4-492a-9b7a-85b2a9d9e07c,Vincent Davis,40,Other,Asia,Mobile,Simulation,Flight Simulator,76,16,Subscription,99.02,Silver,2025-04-18
17ecd6c5-2eef-4944-aef0-fe9f1d802099,Jonathan Salazar,17,Female,Asia,PC,Simulation,Flight Simulator,28,10,One-time purchase,18.93,Master,2025-04-28
1fb3b246-1f7a-4cef-b11c-9522f1d1100c,Heidi Wright,16,Other,Oceania,Console,Shooter,Apex Legends,166,7,Subscription,37.9,Platinum,2025-05-01
d0f10f2d-d216-4cec-9312-99e57ce9bfb7,Ashley Bowman,19,Other,South America,Console,Adventure,The Legend of Zelda,23,4,None,0.0,Platinum,2025-07-09
f2f6674a-2b7c-469e-ac21-ffecc8a4ae28,John Kirk,23,Male,Oceania,Console,Shooter,PUBG,125,15,Subscription,94.15,Bronze,2025-03-30
b9820e52-17f4-4e5f-92e2-31f8b518d25d,Janet Montgomery,37,Male,Oceania,Console,Strategy,Age of Empires IV,30,2,None,0.0,Silver,2025-01-11
bceacc97-2585-41f3-9162-a24e29c2dfee,Troy Matthews,20,Other,South America,Console,Action,Overwatch,21,18,In-game purchase,92.81,Diamond,2025-02-21
d87f59f2-83b5-4057-8343-3949d4556ccc,John Frost,21,Other,South America,PC,Sports,NBA 2K24,95,3,In-game purchase,16.48,Gold,2025-07-24
0f5d2549-c3b6-4aae-add4-40c741874659,Melissa Kelley,20,Other,North America,PC,Adventure,Tomb Raider,17,18,None,0.0,Platinum,2025-05-20
f83c6722-9397-4d3c-88b8-7e706f3c99a8,Heidi Gaines,31,Male,Europe,PC,Strategy,Age of Empires IV,178,12,In-game purchase,31.59,Gold,2025-04-17
24f7d98f-7f24-42c7-a99d-bf0192f21b99,Teresa Pacheco,45,Male,Oceania,PC,Shooter,CS:GO,37,6,In-game purchase,48.89,Diamond,2025-05-15
1b6682ef-8f29-44c4-8b98-4140e82f3821,Jaclyn Farmer,27,Female,South America,Console,Strategy,StarCraft II,90,18,Subscription,47.86,Diamond,2025-02-09
ef813101-e966-403b-b688-9f5b108c2d8f,Timothy Turner,20,Other,Europe,Mobile,Shooter,PUBG,65,4,One-time purchase,96.13,Diamond,2025-02-07
59b5b2df-8d45-4899-8af1-9371cf59bc88,John Ryan,31,Other,South America,Mobile,Strategy,StarCraft II,34,19,In-game purchase,21.93,Diamond,2025-05-11
d464e661-b2ba-432b-97f1-48456b969f8e,Stephen Moore,20,Other,South America,Console,RPG,Elden Ring,118,7,Subscription,99.16,Gold,2025-04-08
3bcc12d0-1217-4ba7-ae07-117a9872e971,Taylor Hall,23,Female,Europe,PC,Sports,NBA 2K24,72,3,Subscription,16.54,Master,2025-04-10
d03fe5bb-d263-4591-ab9a-edd1e812ddaa,Cathy Deleon,30,Female,North America,Mobile,Simulation,The Sims,85,4,None,0.0,Diamond,2025-07-22
00e010c6-3e7f-427a-9794-39ccbbeba4d9,Ralph Morrison,34,Female,Oceania,Console,Shooter,CS:GO,71,11,Subscription,28.02,Bronze,2025-01-10
e6d28bf7-f234-4819-84cf-1db5ee40bd03,Carla Alvarado,17,Male,South America,PC,Sports,NBA 2K24,79,10,Subscription,86.82,Gold,2025-07-01
e31e8e68-ad12-47fd-bb36-34f0cbd8cad3,Steven Dixon,35,Female,Oceania,PC,Shooter,CS:GO,168,6,One-time purchase,72.67,Silver,2025-07-04
595cd93c-7415-42b2-b152-d90e892b6515,Tina Johnson,34,Female,South America,Console,Adventure,Uncharted,82,11,In-game purchase,5.94,Bronze,2025-03-24
9ae22ade-d3d3-42ed-9933-dff23acfcd71,Zachary Butler,17,Female,Asia,Mobile,Action,Call of Duty,100,3,Subscription,85.28,Silver,2025-04-23
44f18c70-6eb9-44fb-97d6-2bfe1f9124a0,Justin Bates,31,Other,Europe,Console,RPG,Elden Ring,115,12,None,0.0,Silver,2025-02-26
34700efa-2f93-4c56-b2ff-fb94fade2f4d,Jessica Ramirez,34,Female,North America,Mobile,RPG,The Witcher 3,156,15,Subscription,77.97,Gold,2025-05-20
5925408a-1717-42ce-b2c5-b851865b6fa0,Francisco Richardson,34,Female,Europe,Mobile,RPG,Elden Ring,96,2,Subscription,63.78,Platinum,2025-02-21
63af05eb-f262-416f-a782-7067fe9f6c7c,Chelsea Parks,39,Male,South America,PC,Action,Valorant,85,4,One-time purchase,63.69,Master,2025-01-07
2a23ece8-902a-4b86-8f0b-05a6a0d565f1,Shawn Alvarez,33,Male,Oceania,PC,Shooter,PUBG,60,19,None,0.0,Gold,2025-02-02
9303924c-e4f7-4611-9a70-d3b39c88a894,Sherry Marks,17,Female,South America,Mobile,RPG,Elden Ring,53,7,In-game purchase,93.0,Gold,2025-02-21
1249c80d-b476-49d7-8cab-5db56b675f03,Michael Spencer,45,Other,Asia,Mobile,Action,Call of Duty,117,17,Subscription,77.75,Bronze,2025-04-26
8160564e-79fd-4860-8426-2daa0e024d1d,Vicki Edwards,37,Female,Europe,Mobile,Adventure,Uncharted,74,5,One-time purchase,60.23,Diamond,2025-01-16
5f86918e-3016-4c1c-bde3-1d3baea0d39e,Gregory Williams,33,Male,North America,Mobile,Simulation,Farming Simulator,179,14,Subscription,49.63,Bronze,2025-03-23
68b9546c-adcf-4bc1-ad5e-d8c0428647bc,Charlotte Lowery,36,Other,South America,Console,RPG,Skyrim,173,14,One-time purchase,66.05,Platinum,2025-02-19
df63d2d0-415a-4d0f-8da8-c34b0a96d67b,Terry Hawkins,15,Female,North America,PC,Adventure,Tomb Raider,173,18,None,0.0,Bronze,2025-04-05
cc10e1e0-3af3-4767-b658-28e3a59649ba,Brittany Roberts,18,Female,Africa,PC,Shooter,CS:GO,134,18,In-game purchase,72.39,Platinum,2025-02-24
ab2396e1-913e-4692-a2ef-5b07e2ab72db,Randy Richardson,28,Other,Africa,Console,Strategy,Civilization VI,78,18,One-time purchase,15.05,Silver,2025-02-09
0bb0f7b1-ae25-47d4-8f50-a326f2339d20,Bruce Garza,33,Female,Europe,Mobile,Simulation,The Sims,114,15,Subscription,14.41,Bronze,2025-06-03
1358a4f7-e3fd-4865-ad57-146022d1a53c,Robert Hardy,24,Female,Asia,PC,Action,Overwatch,120,15,One-time purchase,95.19,Master,2025-05-12
06d29964-5db2-432f-a974-2b33a7f7182d,Christopher Brooks,45,Male,Oceania,Console,Strategy,Civilization VI,138,5,Subscription,25.66,Gold,2025-01-31
097d2a8a-d692-47bd-91fc-7a11dd66b896,Stephanie Rivera,34,Female,Africa,Mobile,Simulation,Flight Simulator,65,17,Subscription,47.94,Master,2025-07-09
6618266a-c867-469a-9774-65ec7bf4dcd2,Cory Strong,23,Female,Africa,Console,Adventure,The Legend of Zelda,106,19,None,0.0,Silver,2025-03-28
c8a4d09c-dec0-403d-9a56-cea878d1a5f1,Diamond White,41,Male,Asia,PC,Action,Valorant,49,20,In-game purchase,67.86,Master,2025-03-30
935a265e-8008-40b4-a307-577f078607d2,Kevin Guerrero,29,Female,Asia,Mobile,Shooter,CS:GO,96,9,One-time purchase,62.51,Platinum,2025-06-15
3b27d90f-df7b-4c7d-b515-e19ede4ac0a8,Jason Malone,18,Male,Africa,Mobile,RPG,Skyrim,45,4,None,0.0,Gold,2025-07-18
95e2a6a2-6230-42fc-b3a5-c7c2288790bd,Kimberly Williams,40,Other,Oceania,Mobile,Action,Valorant,79,19,One-time purchase,89.64,Diamond,2025-07-24
12eea5c3-1696-458a-8828-f720d75665a8,Kayla Johnson,18,Other,Europe,Console,Shooter,PUBG,150,7,None,0.0,Platinum,2025-05-16
9e34e0f5-6ab1-43a5-a3da-fdae133d8a43,Aaron Zamora Jr.,17,Other,Asia,Console,Adventure,Uncharted,105,17,In-game purchase,79.5,Master,2025-02-02
36c3d829-e21c-4881-b218-098dddb6edc5,Anna Shaffer,43,Female,South America,PC,RPG,Elden Ring,143,18,One-time purchase,21.83,Gold,2025-05-22
d60ae800-12c4-48dd-9eb8-b7d9605a9bd6,Michelle Randall,21,Other,Europe,PC,Strategy,StarCraft II,89,18,None,0.0,Master,2025-01-23
0dc6c3bc-f6e8-4e3e-b7de-d6b1b61bd2a5,Chase Williams,22,Other,Africa,PC,Adventure,Uncharted,53,16,One-time purchase,65.51,Silver,2025-02-26
883fd2dc-7551-46be-83b1-e8438ccef388,Daniel Davis,45,Other,North America,Mobile,RPG,The Witcher 3,89,17,Subscription,58.76,Master,2025-07-25
65859de3-8dde-4379-aa74-9c5c205ba132,Jennifer Anderson DDS,18,Female,Africa,PC,Adventure,Tomb Raider,78,6,None,0.0,Silver,2025-04-15
ba1aa859-fdf0-4a50-8a95-67055e347243,Tamara Fitzpatrick,44,Female,Europe,Mobile,Adventure,The Legend of Zelda,98,6,In-game purchase,54.05,Platinum,2025-04-05
0a5158a7-a6d7-48ff-b519-e1c5af15d82c,Adam Schmitt,39,Other,Asia,Mobile,Shooter,CS:GO,132,11,In-game purchase,67.27,Platinum,2025-01-30
c04037d5-88c4-4172-a017-dbde8b5427ce,Kristen Smith,30,Male,South America,PC,Simulation,The Sims,27,18,One-time purchase,22.91,Silver,2025-06-09
a495b6c1-c902-4257-9050-fdb77e7372c4,Samantha Rodriguez,16,Female,Europe,PC,Shooter,PUBG,123,17,None,0.0,Diamond,2025-01-01
0340b7bd-36f1-4fa4-954d-950c34d38871,Benjamin Stewart,35,Male,Africa,PC,Adventure,Uncharted,85,2,One-time purchase,45.69,Silver,2025-01-31
53a86271-c8ff-4e3d-8675-ec66f4084653,Brian Lee,18,Other,Africa,Mobile,RPG,Skyrim,106,16,In-game purchase,97.98,Platinum,2025-02-10
e426e9b1-e68d-494c-a21f-cca153b85fa3,Jennifer Delacruz,24,Male,Oceania,PC,Shooter,CS:GO,41,12,Subscription,35.29,Silver,2025-04-08
751cca82-e1ce-40a2-8d93-3153151ccc1b,Theresa Jenkins,14,Other,North America,Console,Adventure,Tomb Raider,43,4,Subscription,79.16,Diamond,2025-05-11
afc134bc-3f79-47bf-ac87-25afae3eee67,Miranda Oliver,45,Female,Europe,PC,RPG,Elden Ring,22,4,None,0.0,Platinum,2025-04-19
7ade076b-06b9-4936-b9fb-df85d10d1311,Ronald Pena,44,Other,North America,PC,Strategy,StarCraft II,169,3,One-time purchase,42.71,Diamond,2025-02-18
a78f174a-1dc3-4615-bd28-0ee50970d18b,Monica Wilkins,31,Female,Oceania,Console,Strategy,Civilization VI,110,4,In-game purchase,59.59,Master,2025-06-26
2ee94442-7bab-4c90-8245-5e873743eaad,Thomas Brown,33,Male,Europe,Mobile,Sports,Madden NFL 24,13,13,Subscription,58.43,Platinum,2025-05-17
fb69886d-023c-4a5a-8339-ad29e23c30e6,Steven Buck,19,Female,Europe,Mobile,Simulation,Flight Simulator,145,20,Subscription,10.36,Platinum,2025-05-09
22b144bb-bbf2-45c1-ad4e-932e94b7f651,Paul Conner,20,Female,Oceania,PC,Shooter,CS:GO,162,18,One-time purchase,61.09,Bronze,2025-07-06
859a5007-108a-47c1-8187-44297a9fc327,Carol Krueger,28,Male,Asia,PC,Adventure,Tomb Raider,41,14,One-time purchase,87.66,Diamond,2025-06-06
db6722cc-8176-409d-94a7-4d900211b9d8,Garrett Dorsey,33,Female,South America,Console,RPG,The Witcher 3,73,18,In-game purchase,83.77,Diamond,2025-05-12
52906fdf-4dd9-4f12-9bc4-26c703380c75,Jaime Price,18,Female,Africa,Console,Shooter,Apex Legends,13,7,One-time purchase,8.53,Gold,2025-02-18
48b5a0d6-ac9d-4ada-b4b4-8511d2670ce6,Chase Roberts,39,Other,North America,PC,Strategy,Age of Empires IV,36,3,None,0.0,Silver,2025-06-20
8da68a05-ae94-4f92-a571-9a6245df4fe1,Jacqueline Moore,13,Other,South America,PC,Adventure,The Legend of Zelda,124,13,In-game purchase,98.65,Bronze,2025-01-25
f7c7098d-87b2-4861-afa1-48b78e32ba64,Michael Fields PhD,20,Male,Oceania,Console,Simulation,Farming Simulator,58,4,In-game purchase,71.74,Master,2025-02-09
77d44e7b-8b49-4009-9dc0-706d7b14cbd7,Laura Le,14,Female,South America,Console,Sports,Madden NFL 24,162,15,In-game purchase,21.52,Master,2025-03-08
9f5157b9-d375-44e6-8d86-eec220dce782,Andres Stewart,29,Male,North America,PC,Simulation,Flight Simulator,130,18,Subscription,23.99,Master,2025-06-20
06aad705-36e7-4cfd-ba31-ede95064851a,Tiffany Roy,19,Other,Europe,PC,Shooter,PUBG,51,15,None,0.0,Platinum,2025-03-15
0a7e70d1-18ea-4a17-9a3c-11b6ca943172,Brenda Hendrix,42,Male,Europe,Console,Action,Overwatch,117,9,In-game purchase,94.74,Diamond,2025-01-22
3a75cb68-02a0-4d70-b1fe-93113e0bca40,Kelsey Li,13,Male,Oceania,Mobile,Adventure,Tomb Raider,147,20,One-time purchase,69.65,Platinum,2025-04-07
c61cfdce-f4fe-4aca-8000-a1fd5e9b6cd1,Andrea Castillo,34,Other,Africa,PC,RPG,Skyrim,48,12,Subscription,41.97,Diamond,2025-03-07
33bcb2ef-3fcd-4ed4-b8ab-5ee65ee805dd,Nicholas Evans,34,Other,Africa,Console,Shooter,PUBG,95,10,None,0.0,Master,2025-01-19
fcfa83a0-dbdf-43ad-a813-fed1e8912283,Bryan Murray,31,Female,Europe,Mobile,Sports,FIFA 24,124,18,One-time purchase,89.57,Silver,2025-03-07
5bef81c2-af2c-40ce-9f38-c86c36d25b25,Dawn Sharp,41,Male,Europe,PC,Strategy,Age of Empires IV,31,2,In-game purchase,5.87,Master,2025-03-30
f25b8dba-55da-4e82-b78c-15e6fd3e32bd,Casey Bailey,24,Other,North America,Mobile,Action,Overwatch,149,13,In-game purchase,18.82,Bronze,2025-03-03
70b80383-427c-415f-aad2-592f565e8604,Laura Munoz,43,Other,North America,Mobile,RPG,The Witcher 3,27,16,In-game purchase,10.39,Silver,2025-07-23
90df4c42-b3fa-4d6f-8d7c-540ff501b60b,Julia Riley,30,Male,Oceania,Mobile,RPG,Skyrim,81,17,In-game purchase,34.25,Diamond,2025-01-08
3f8ba2da-7c42-47f4-ad24-cb6effca473d,Nathan Jimenez,23,Female,Africa,PC,RPG,Skyrim,52,18,Subscription,32.19,Gold,2025-03-14
a066ab3a-4201-4acd-8782-c6458b58e243,Martin Mendoza,25,Male,Asia,PC,Simulation,Farming Simulator,132,8,None,0.0,Master,2025-07-10
06e8a15a-e75c-42cf-b19d-c0e6df59fd1d,Ashley Manning,29,Female,Europe,Console,Adventure,Uncharted,79,18,Subscription,20.57,Gold,2025-03-27
3603f582-ec2a-4db3-8129-694b17e0dc1d,Danielle Robinson,45,Male,Europe,Mobile,RPG,The Witcher 3,131,9,Subscription,14.45,Bronze,2025-01-14
bc2194dd-dc0d-45db-b24b-14a0bfcc34e0,Brooke Smith,24,Other,Europe,PC,Simulation,Farming Simulator,175,7,Subscription,84.39,Platinum,2025-05-20
912ac0c0-d602-45b7-b0e5-d757aa45e8ca,Luke Mercado,16,Female,Asia,Console,Action,Valorant,173,16,One-time purchase,74.19,Gold,2025-05-22
5b909531-07fa-4a70-829f-48f18ae3a2c0,Lisa Cox,42,Other,Asia,Mobile,RPG,The Witcher 3,123,2,None,0.0,Platinum,2025-07-11
31ece0ec-6e62-4713-bcc8-fac3814e7e1f,Spencer Gonzalez,45,Male,Europe,Mobile,Simulation,The Sims,22,7,None,0.0,Platinum,2025-01-08
742a7d94-1e24-4c84-8508-034e934011e3,Kenneth Bryan,21,Other,Europe,Mobile,Adventure,Uncharted,133,13,In-game purchase,61.26,Platinum,2025-06-13
5001f58e-f4dc-442e-9c7a-e1bcbbf0074a,Casey Cruz,13,Female,South America,Console,Action,Valorant,38,1,In-game purchase,58.33,Gold,2025-06-20
7f6c38ed-3680-4fb1-ae9b-01620430a418,Daniel Freeman,14,Other,Oceania,PC,Strategy,Civilization VI,155,15,None,0.0,Bronze,2025-03-22
73ff11b2-1b22-4d0b-8dac-69dc817c6541,Diana Mcintyre,13,Other,South America,Mobile,Sports,FIFA 24,59,3,None,0.0,Bronze,2025-06-05
c96428a7-ec5e-42f3-94e6-c7fb6329e1dd,Stephanie Thompson,14,Other,Africa,PC,Adventure,Tomb Raider,33,15,Subscription,21.81,Gold,2025-04-18
04432a35-75de-4886-9f03-2f55bf9a2486,Sheri Wright,36,Male,Oceania,PC,RPG,The Witcher 3,16,3,In-game purchase,84.42,Gold,2025-03-09
1ddca92c-46ad-4295-9c00-dd029bea1910,Cathy Black,44,Other,North America,Mobile,Simulation,The Sims,32,13,None,0.0,Silver,2025-01-01
d98325a5-c037-4526-93fa-7354655a0890,Emily Wolf,14,Male,North America,PC,Adventure,Tomb Raider,107,15,In-game purchase,65.76,Bronze,2025-04-11
44abce8d-1237-4a7b-8051-5b1043c145a3,James Ellis,22,Other,Africa,Mobile,Adventure,Uncharted,123,7,Subscription,90.87,Bronze,2025-02-06
4de74393-5d38-4463-9b65-9f13a72d64b8,Amber Stone,15,Male,Oceania,PC,Sports,Madden NFL 24,113,17,Subscription,10.57,Gold,2025-02-15
8e3264c3-acbb-4ab8-8192-53ef6f49b800,Tyler Trujillo,27,Female,Africa,Console,Simulation,Flight Simulator,161,2,Subscription,24.62,Gold,2025-04-26
02b9b2a5-9c84-4679-8c24-836cd10f17ea,Javier George,37,Male,South America,PC,Sports,NBA 2K24,145,13,One-time purchase,78.43,Gold,2025-05-26
e2685fe8-f0eb-4b7a-bf92-a1fac62d3ff9,Jeremiah Perez,39,Male,South America,PC,RPG,Skyrim,10,16,None,0.0,Silver,2025-05-06
9b2d99e0-a179-4d3a-be41-e33e80e605a3,Tracy Delgado,15,Other,Europe,Console,Adventure,The Legend of Zelda,165,1,None,0.0,Master,2025-07-08
291c355d-f4cc-4994-900b-3b4e901f2d05,David Dunn,43,Other,North America,Console,Shooter,PUBG,106,13,Subscription,98.38,Diamond,2025-04-12
4667a9f7-b8f7-4575-9f13-0121258e501a,Mrs. Jennifer Simpson,45,Male,Africa,Mobile,RPG,Elden Ring,78,7,One-time purchase,92.87,Gold,2025-01-15
2c75719e-1b2c-4281-bc86-2b2bb5d1b1bb,Kathy Ward,19,Female,Africa,PC,Strategy,StarCraft II,30,15,Subscription,16.23,Platinum,2025-04-24
179f56a4-77b0-400f-bd78-ba2d3d30b314,Victoria Chapman,45,Male,Europe,Mobile,Adventure,Uncharted,94,20,One-time purchase,88.49,Diamond,2025-06-30
1af2f404-42fb-4756-a159-74723fe4727b,Jason Hughes,28,Other,Oceania,PC,RPG,Skyrim,128,9,None,0.0,Gold,2025-01-12
c72a2aa3-ac29-4161-91e7-b2684dbb72c1,Angela Miller,14,Other,Africa,PC,Strategy,StarCraft II,32,2,Subscription,36.53,Silver,2025-04-01
7003d90d-15bc-448b-b9ea-115296f5ad9d,Amy Hill,31,Male,North America,Mobile,Adventure,The Legend of Zelda,178,8,In-game purchase,21.47,Silver,2025-07-10
e05e23e2-73e5-43e4-8c22-fd28847b6f85,Evan Figueroa,18,Male,Africa,Console,RPG,Elden Ring,54,12,One-time purchase,94.42,Master,2025-04-11
d8195f52-6375-4da9-aaab-243a6c8a751f,Amy Chaney,18,Male,South America,Console,Simulation,Farming Simulator,16,17,None,0.0,Gold,2025-03-13
a0076ce8-9cf0-4aff-bf8a-43d8f3ee0028,Nicholas Church,42,Other,South America,Mobile,Adventure,Uncharted,25,5,One-time purchase,87.62,Silver,2025-02-24
813f1541-582b-455f-b2c6-4e7ed6fc4de5,Alexandra Stephens,39,Male,Europe,Mobile,Adventure,Tomb Raider,33,12,Subscription,18.25,Gold,2025-05-17
7c0ec6f4-ecba-41b6-92a7-0ec7c2db52bd,Randall Hughes,37,Female,South America,PC,Shooter,Apex Legends,44,19,In-game purchase,10.62,Gold,2025-04-05
4a6db5ed-901b-41b3-8451-9c5452fbddd9,Hannah Gonzales,29,Other,Asia,PC,Shooter,Apex Legends,141,15,In-game purchase,47.83,Bronze,2025-06-03
407019cb-cb0e-4ed5-b6a4-b37881ee5430,Alex Dickerson,29,Female,Asia,PC,Simulation,Flight Simulator,153,13,One-time purchase,19.07,Bronze,2025-04-29
12140116-3320-441f-b5ba-01f8546089cb,Tiffany Miller,25,Female,Oceania,Console,Simulation,The Sims,93,13,One-time purchase,66.96,Silver,2025-05-10
b0c3eb0b-9823-426d-858b-db1884ba5814,Bridget Delacruz,31,Female,Europe,Console,Simulation,Flight Simulator,106,5,None,0.0,Diamond,2025-01-19
082eef82-3271-42c7-bb38-de66e9038330,Michael Bell,24,Other,Oceania,Console,RPG,Elden Ring,62,18,Subscription,91.36,Bronze,2025-03-28
21b09a08-7522-4951-92c5-7d6431573780,Christine Bond,20,Female,Europe,Mobile,Shooter,Apex Legends,126,12,Subscription,99.14,Silver,2025-06-01
4a7b1dbc-b21a-4be2-8140-ecdcdc00104e,Mrs. Kara Bowen,32,Other,Asia,Mobile,Action,Call of Duty,133,8,In-game purchase,17.16,Platinum,2025-03-19
51b8af45-40e1-4b7a-a998-6e3d74f8fe33,Joshua Lewis,17,Other,Oceania,PC,RPG,Skyrim,18,15,In-game purchase,26.07,Diamond,2025-06-27
a7cf4e2e-1612-43f8-9bc7-b23d7b4583b6,Pamela Davis,22,Male,North America,Console,Sports,NBA 2K24,59,8,None,0.0,Gold,2025-05-27
61b0e01f-771a-4984-9ff1-365a3c06e4f1,Angela Mack,42,Other,Europe,Console,Sports,Madden NFL 24,134,8,Subscription,44.13,Bronze,2025-05-16
ef0614c5-7fb4-47cd-9248-e86d63c0d770,Jake Mason,39,Male,Oceania,PC,Adventure,Tomb Raider,155,15,In-game purchase,31.96,Bronze,2025-04-11
82ed71ef-d0f2-4e43-a6d6-ad69338e18f8,Jo Holmes,44,Male,North America,Mobile,Simulation,Farming Simulator,41,16,None,0.0,Platinum,2025-04-05
8eb9c659-5349-4c71-9ee0-c6e4c8562977,Nicholas Brown,26,Other,South America,Mobile,Action,Valorant,108,15,One-time purchase,63.85,Silver,2025-06-14
f9154519-90dc-43a2-a2dd-f003f969badf,Samuel Zimmerman,43,Male,North America,Console,Shooter,CS:GO,39,2,Subscription,70.17,Bronze,2025-04-05
f4067f22-9815-49d6-a9df-f782391db26e,Scott Dixon,35,Other,South America,Mobile,Adventure,Uncharted,126,4,In-game purchase,72.8,Master,2025-05-21
482ef653-8859-4946-815e-d1ea67dcdd10,Melissa Ramos,33,Other,Oceania,Mobile,Sports,FIFA 24,151,12,None,0.0,Master,2025-01-29
8a724a6c-2ce1-42a5-949c-16320f62ec3d,Michelle Morris,33,Female,North America,Mobile,Shooter,PUBG,104,4,One-time purchase,45.22,Diamond,2025-06-01
b9c17dd0-79f6-4b56-be0c-bd60c6b92f52,Kristin Robbins,29,Male,Europe,Console,Shooter,CS:GO,78,12,One-time purchase,68.66,Gold,2025-05-07
26a732dd-9810-4a59-9953-43ef5be6f4c9,Heather Manning,18,Female,North America,Console,Sports,NBA 2K24,113,20,In-game purchase,45.41,Gold,2025-04-28
69565145-df43-40f7-ab77-17debd20a335,Robert Blanchard,43,Female,Asia,Mobile,Shooter,Apex Legends,28,18,None,0.0,Platinum,2025-03-20
83144162-4586-4cfb-92ef-892374109cea,Jessica Fields,23,Male,South America,Mobile,Shooter,CS:GO,176,18,In-game purchase,51.21,Master,2025-05-19
e8701647-4aa9-4561-a024-d85f268ba0c3,Nancy King,29,Female,South America,PC,Shooter,Apex Legends,159,2,In-game purchase,71.68,Silver,2025-03-09
31e78175-dd2f-4de9-a05e-cf099cc883ce,Fred Patel,21,Female,Asia,Mobile,Shooter,PUBG,18,10,One-time purchase,92.44,Silver,2025-01-29
09cc3187-3899-4997-b94f-8b5d97681dbe,Morgan Williams,42,Male,Europe,PC,RPG,The Witcher 3,67,14,None,0.0,Silver,2025-01-21
